"","k","A","B","jmax","j","E","V","i"
"436",247,0.19332102949442,0.0332916555364388,2,2,0,0,1
"437",248,2.27117574975251,-0.276824522197219,2,1,0,0,4
"438",248,2.27117574975251,-0.276824522197219,2,2,0,1,1
"439",249,2.75565088632306,0.115290685564045,2,1,0,1,1
"440",249,2.75565088632306,0.115290685564045,2,2,1,1,3
"441",250,1.62773405889052,0.557095531102431,2,1,0,0,0
"442",250,1.62773405889052,0.557095531102431,2,2,0,0,0
"443",251,-0.0277523375558369,0.2920294875048,1,1,0,1,0
"444",252,-1.40930157507265,1.92016568046936,4,1,0,1,1
"445",252,-1.40930157507265,1.92016568046936,4,2,0,0,1
"446",252,-1.40930157507265,1.92016568046936,4,3,1,0,2
"447",252,-1.40930157507265,1.92016568046936,4,4,0,0,0
"448",253,-0.399873629470532,-0.408890437078227,2,1,0,1,2
"449",253,-0.399873629470532,-0.408890437078227,2,2,0,0,0
"450",254,1.17048072344268,0.824023887087215,1,1,0,1,0
"451",255,0.217831205456958,0.858361902473426,2,1,1,0,3
"452",255,0.217831205456958,0.858361902473426,2,2,0,0,0
"453",256,1.19956364183636,-0.697433965885662,2,1,0,1,0
"454",256,1.19956364183636,-0.697433965885662,2,2,0,0,2
"455",257,0.0548966088728477,0.095408776401482,1,1,0,0,0
"456",258,-0.448609339440929,-0.0433092152705108,2,1,0,1,1
"457",258,-0.448609339440929,-0.0433092152705108,2,2,0,0,3
"458",259,-0.290819069432154,0.241490863018755,1,1,0,0,0
"459",260,1.75025862585034,0.720020494474027,1,1,1,0,3
"460",261,0.463200209544329,-1.87502285518121,1,1,1,0,4
"461",262,1.41215549254179,-1.29594600520773,1,1,0,0,0
"462",263,0.640152849778622,0.687555249834715,2,1,1,0,4
"463",263,0.640152849778622,0.687555249834715,2,2,0,0,1
"464",264,-0.266160993561092,1.15254676528675,1,1,0,1,1
"465",265,-0.684075321983995,-0.0371727596386138,2,1,0,0,0
"466",265,-0.684075321983995,-0.0371727596386138,2,2,0,0,0
"467",266,-2.39718525506144,0.366179380960264,2,1,0,0,1
"468",266,-2.39718525506144,0.366179380960264,2,2,0,0,2
"469",267,0.597375383216068,0.0787379651681311,1,1,0,0,3
"470",268,0.34349391308477,0.608400889020482,2,1,1,0,2
"471",268,0.34349391308477,0.608400889020482,2,2,0,0,2
"472",269,0.576831663090229,1.50236438377352,1,1,0,1,2
"473",270,0.912581494188911,1.18739032205931,4,1,0,0,2
"474",270,0.912581494188911,1.18739032205931,4,2,0,0,0
"475",270,0.912581494188911,1.18739032205931,4,3,0,0,0
"476",270,0.912581494188911,1.18739032205931,4,4,0,0,0
"477",271,0.700479227688602,1.67170023263204,2,1,0,0,1
"478",271,0.700479227688602,1.67170023263204,2,2,0,0,2
"479",272,1.79979381464298,-0.636240547834856,1,1,0,0,2
"480",273,1.11619816604029,-1.59902656867144,1,1,0,1,1
"481",274,-2.06531074225463,-2.39304294361518,2,1,0,1,3
"482",274,-2.06531074225463,-2.39304294361518,2,2,0,1,1
"483",275,-0.244720011644631,0.753773563426592,1,1,0,0,0
"484",276,0.621401512625722,0.286946211229779,1,1,0,1,1
"485",277,1.96031831160426,1.08854097159524,1,1,0,1,1
"486",278,-1.56235401240567,-1.14797111439954,1,1,0,0,3
"487",279,1.14034895658401,0.63681011995317,1,1,1,0,1
"488",280,0.190342860053695,-0.373982450191015,2,1,0,0,0
"489",280,0.190342860053695,-0.373982450191015,2,2,0,0,1
"490",281,0.0650313871761392,-0.979913167650647,2,1,0,0,0
"491",281,0.0650313871761392,-0.979913167650647,2,2,0,1,0
"492",282,0.413939565387042,1.49995457419214,3,1,0,0,2
"493",282,0.413939565387042,1.49995457419214,3,2,0,0,0
"494",282,0.413939565387042,1.49995457419214,3,3,0,0,3
"495",283,1.02314672608527,-0.100439925755158,1,1,0,0,0
"496",284,-1.08393449712954,2.50466504426681,7,1,0,1,0
"497",284,-1.08393449712954,2.50466504426681,7,2,0,1,1
"498",284,-1.08393449712954,2.50466504426681,7,3,0,0,0
"499",284,-1.08393449712954,2.50466504426681,7,4,1,0,0
"500",284,-1.08393449712954,2.50466504426681,7,5,0,1,1
"501",284,-1.08393449712954,2.50466504426681,7,6,0,0,1
"502",284,-1.08393449712954,2.50466504426681,7,7,0,1,2
"503",285,0.260471156913679,0.23419350809672,1,1,0,1,1
"504",286,-0.814660008204591,0.719433989784565,1,1,0,0,3
"505",287,1.38779697577164,0.403596279917542,4,1,0,0,1
"506",287,1.38779697577164,0.403596279917542,4,2,0,0,0
"507",287,1.38779697577164,0.403596279917542,4,3,0,0,1
"508",287,1.38779697577164,0.403596279917542,4,4,0,1,2
"509",288,0.674800235091815,1.06992847104723,5,1,0,0,1
"510",288,0.674800235091815,1.06992847104723,5,2,0,0,0
"511",288,0.674800235091815,1.06992847104723,5,3,0,0,2
"512",288,0.674800235091815,1.06992847104723,5,4,0,0,1
"513",288,0.674800235091815,1.06992847104723,5,5,0,0,4
"514",289,-1.03904020764034,0.0636223222424038,2,1,1,0,1
"515",289,-1.03904020764034,0.0636223222424038,2,2,1,1,0
"516",290,-0.380539213961546,-1.74788370479674,2,1,1,1,1
"517",290,-0.380539213961546,-1.74788370479674,2,2,0,0,2
"518",291,-0.49470155715159,1.23438886871837,4,1,1,1,4
"519",291,-0.49470155715159,1.23438886871837,4,2,0,0,1
"520",291,-0.49470155715159,1.23438886871837,4,3,1,0,1
"521",291,-0.49470155715159,1.23438886871837,4,4,0,0,3
"522",292,-0.2608350050673,-0.295696691796582,2,1,1,0,2
"523",292,-0.2608350050673,-0.295696691796582,2,2,0,1,2
"524",293,-1.22232708899021,0.18304865185131,1,1,0,1,1
"525",294,1.6289433331641,-0.321214598260447,1,1,0,0,1
"526",295,-0.556566263991191,1.38350877895524,2,1,0,0,2
"527",295,-0.556566263991191,1.38350877895524,2,2,0,0,0
"528",296,-1.13994971250215,0.444061254594944,1,1,0,1,0
"529",297,1.10988623068586,-0.104019265397917,1,1,1,0,1
"530",298,0.111105947956447,0.293868704286679,2,1,0,0,1
"531",298,0.111105947956447,0.293868704286679,2,2,0,0,1
"532",299,0.393406792320395,0.253807605726538,1,1,0,1,0
"533",300,-0.0216643440108319,0.884322682470729,2,1,0,0,1
"534",300,-0.0216643440108319,0.884322682470729,2,2,1,0,1
"535",301,0.101829298007298,0.101977452084683,1,1,0,1,0
"536",302,-1.53058590450285,1.37470947783348,1,1,0,0,0
"537",303,2.93797030036922,0.73994721003964,2,1,0,0,0
"538",303,2.93797030036922,0.73994721003964,2,2,0,0,2
"539",304,0.238695911601016,0.403162541789826,1,1,0,0,1
"540",305,1.10819943218643,-2.67489434160269,1,1,0,0,0
"541",306,0.202366031530464,0.996114972064662,1,1,0,0,2
"542",307,1.43061952181541,1.2970616915357,3,1,0,0,1
"543",307,1.43061952181541,1.2970616915357,3,2,1,0,1
"544",307,1.43061952181541,1.2970616915357,3,3,0,0,0
"545",308,-1.93532022343627,-2.00437683659333,1,1,1,1,0
"546",309,0.478828523167111,-0.596304316244283,2,1,0,1,1
"547",309,0.478828523167111,-0.596304316244283,2,2,1,1,1
"548",310,-1.57309308523319,0.180625406125719,1,1,1,0,2
"549",311,0.576196445604014,1.24740226747227,2,1,1,1,2
"550",311,0.576196445604014,1.24740226747227,2,2,0,0,0
"551",312,-0.188400770428592,0.714574191161347,2,1,0,0,2
"552",312,-0.188400770428592,0.714574191161347,2,2,0,0,1
"553",313,-0.398058617515084,-0.334341820844512,1,1,0,1,3
"554",314,-0.591955915328858,-0.378377217941099,1,1,1,0,0
"555",315,-1.1995870033169,-0.0937854717397803,2,1,0,1,1
"556",315,-1.1995870033169,-0.0937854717397803,2,2,0,1,2
"557",316,-0.0330044565210654,-0.605599207811584,1,1,0,0,1
"558",317,2.00508903194695,-0.614577076346108,1,1,0,0,0
"559",318,1.05039681921707,0.909069090802337,1,1,0,0,0
"560",319,0.247859526700148,0.374224908872047,1,1,0,0,1
"561",320,-0.463883606057503,1.24392655833725,3,1,0,0,1
"562",320,-0.463883606057503,1.24392655833725,3,2,0,0,2
"563",320,-0.463883606057503,1.24392655833725,3,3,1,0,0
"564",321,0.383159612932516,1.48059392202594,2,1,0,1,1
"565",321,0.383159612932516,1.48059392202594,2,2,0,0,1
"566",322,-0.364883269310551,0.164469483018565,2,1,0,0,0
"567",322,-0.364883269310551,0.164469483018565,2,2,0,0,1
"568",323,0.622877770545174,0.708632395198749,2,1,0,0,2
"569",323,0.622877770545174,0.708632395198749,2,2,0,1,1
"570",324,-0.143132779837475,-0.691939755741648,1,1,1,1,1
"571",325,0.786807880406191,0.407091983335527,1,1,0,1,2
"572",326,0.943559812769155,1.50803449348033,2,1,0,0,0
"573",326,0.943559812769155,1.50803449348033,2,2,1,1,1
"574",327,0.40640950602431,-0.130131611840465,2,1,1,0,0
"575",327,0.40640950602431,-0.130131611840465,2,2,0,0,1
"576",328,2.70214153536323,0.317299506179123,4,1,0,1,0
"577",328,2.70214153536323,0.317299506179123,4,2,1,0,1
"578",328,2.70214153536323,0.317299506179123,4,3,0,0,1
"579",328,2.70214153536323,0.317299506179123,4,4,0,0,2
"580",329,-0.183433157968579,-0.665960104525064,1,1,1,0,0
"581",330,-1.83527992115054,-0.742807433570414,3,1,0,0,1
"582",330,-1.83527992115054,-0.742807433570414,3,2,0,1,1
"583",330,-1.83527992115054,-0.742807433570414,3,3,1,0,0
"584",331,0.0151033622366159,-0.309338754289561,2,1,0,0,1
"585",331,0.0151033622366159,-0.309338754289561,2,2,0,0,2
"586",332,0.100106909651764,-1.38020794978428,2,1,0,0,0
"587",332,0.100106909651764,-1.38020794978428,2,2,0,0,2
"588",333,-0.043628244022897,-0.00212666964037461,1,1,0,0,0
"589",334,-0.961736523818872,1.11289817076277,2,1,0,0,2
"590",334,-0.961736523818872,1.11289817076277,2,2,0,0,0
"591",335,-0.784803634166351,1.14871628672514,1,1,0,1,0
"592",336,-0.668811513761224,-0.603507167172675,1,1,1,0,0
"593",337,0.229454113422073,1.52798204858602,5,1,0,0,0
"594",337,0.229454113422073,1.52798204858602,5,2,0,0,0
"595",337,0.229454113422073,1.52798204858602,5,3,0,1,1
"596",337,0.229454113422073,1.52798204858602,5,4,1,0,1
"597",337,0.229454113422073,1.52798204858602,5,5,0,0,2
"598",338,-1.61908124582058,0.140580522936481,3,1,0,0,1
"599",338,-1.61908124582058,0.140580522936481,3,2,0,1,1
"600",338,-1.61908124582058,0.140580522936481,3,3,1,0,0
"601",339,-0.697541457203214,-0.61943647593184,1,1,1,0,2
"602",340,0.237441568987328,-0.949763039482527,1,1,0,0,0
"603",341,-1.08545659658418,-0.0793524438912966,1,1,0,0,0
"604",342,0.982570299579508,0.413807371471152,1,1,1,0,1
"605",343,-2.22877059894852,-1.06454760633608,1,1,1,0,1
"606",344,-2.0315260012418,-1.00383125725532,1,1,0,1,1
"607",345,1.03593022474183,-1.37290972646458,2,1,0,0,0
"608",345,1.03593022474183,-1.37290972646458,2,2,0,1,0
"609",346,-0.80817971427038,-0.517279406346072,3,1,1,0,1
"610",346,-0.80817971427038,-0.517279406346072,3,2,0,0,1
"611",346,-0.80817971427038,-0.517279406346072,3,3,0,0,1
"612",347,1.10174898904675,1.44483953653455,2,1,0,0,1
"613",347,1.10174898904675,1.44483953653455,2,2,0,1,3
"614",348,-0.94694520313641,-1.75206986894388,2,1,0,0,1
"615",348,-0.94694520313641,-1.75206986894388,2,2,0,0,1
"616",349,0.657445320144357,1.1737858158698,1,1,0,0,0
"617",350,-0.790906431765392,-1.56700743978418,1,1,0,0,1
"618",351,-0.698174871698035,-0.724783533531221,3,1,0,0,1
"619",351,-0.698174871698035,-0.724783533531221,3,2,0,0,0
"620",351,-0.698174871698035,-0.724783533531221,3,3,0,0,1
"621",352,-0.213634672662406,-0.752461266814785,1,1,0,1,0
"622",353,1.72038099999993,-2.0540421830954,1,1,0,1,1
"623",354,-2.48910605268408,1.28950460773636,2,1,0,0,2
"624",354,-2.48910605268408,1.28950460773636,2,2,0,1,1
"625",355,0.518510367617564,1.1930074276655,1,1,0,0,1
"626",356,-1.29107575062948,-0.21913978146843,3,1,1,1,0
"627",356,-1.29107575062948,-0.21913978146843,3,2,1,1,2
"628",356,-1.29107575062948,-0.21913978146843,3,3,1,1,2
"629",357,-0.107132039329786,1.97661666582288,5,1,1,0,1
"630",357,-0.107132039329786,1.97661666582288,5,2,1,0,3
"631",357,-0.107132039329786,1.97661666582288,5,3,0,0,1
"632",357,-0.107132039329786,1.97661666582288,5,4,0,1,0
"633",357,-0.107132039329786,1.97661666582288,5,5,0,0,0
"634",358,-0.506978029611863,-0.529580340830356,1,1,0,0,0
"635",359,0.00386183951933251,-0.354683934133929,2,1,1,0,3
"636",359,0.00386183951933251,-0.354683934133929,2,2,0,0,3
"637",360,1.63518734611953,2.27098448014079,4,1,1,1,2
"638",360,1.63518734611953,2.27098448014079,4,2,0,0,1
"639",360,1.63518734611953,2.27098448014079,4,3,0,0,1
"640",360,1.63518734611953,2.27098448014079,4,4,1,1,2
"641",361,1.34566336142342,-0.745978131802041,1,1,1,0,1
"642",362,0.378552166989401,-1.32739787739638,2,1,0,0,1
"643",362,0.378552166989401,-1.32739787739638,2,2,0,0,2
"644",363,-0.231236924660099,-1.1382831366802,1,1,0,0,0
"645",364,-0.654672661544545,-1.5585929017793,2,1,0,0,0
"646",364,-0.654672661544545,-1.5585929017793,2,2,0,1,3
"647",365,1.07392002716408,1.48647331750694,1,1,1,1,1
"648",366,2.04960914510828,-0.336022975575976,1,1,0,1,3
"649",367,0.646517215893772,2.56062027221445,7,1,0,0,1
"650",367,0.646517215893772,2.56062027221445,7,2,1,1,2
"651",367,0.646517215893772,2.56062027221445,7,3,0,0,0
"652",367,0.646517215893772,2.56062027221445,7,4,0,1,1
"653",367,0.646517215893772,2.56062027221445,7,5,0,0,0
"654",367,0.646517215893772,2.56062027221445,7,6,0,0,1
"655",367,0.646517215893772,2.56062027221445,7,7,0,0,6
"656",368,-0.300274305310527,-0.355751609179298,2,1,0,0,2
"657",368,-0.300274305310527,-0.355751609179298,2,2,0,0,2
"658",369,-0.40267187881841,0.659142705415211,2,1,0,0,2
"659",369,-0.40267187881841,0.659142705415211,2,2,0,0,3
"660",370,-0.184770200681703,-0.328315550760914,3,1,0,1,1
"661",370,-0.184770200681703,-0.328315550760914,3,2,1,0,2
"662",370,-0.184770200681703,-0.328315550760914,3,3,0,1,0
"663",371,-0.860895304869354,-1.28429146218998,5,1,0,0,3
"664",371,-0.860895304869354,-1.28429146218998,5,2,0,0,3
"665",371,-0.860895304869354,-1.28429146218998,5,3,0,0,3
"666",371,-0.860895304869354,-1.28429146218998,5,4,0,1,3
"667",371,-0.860895304869354,-1.28429146218998,5,5,0,1,1
"668",372,-1.61895715010671,1.31214220193752,4,1,0,0,2
"669",372,-1.61895715010671,1.31214220193752,4,2,0,1,0
"670",372,-1.61895715010671,1.31214220193752,4,3,0,0,1
"671",372,-1.61895715010671,1.31214220193752,4,4,0,1,1
"672",373,1.2056573960878,0.0749448829988301,1,1,0,0,0
"673",374,0.76570323089629,-0.925916029875961,1,1,0,0,1
"674",375,0.112824923674564,1.49969637365253,2,1,0,0,3
"675",375,0.112824923674564,1.49969637365253,2,2,0,0,1
"676",376,0.483655541371279,0.240304939193685,1,1,1,0,1
"677",377,0.963953169104894,0.0605339110289075,2,1,1,0,1
"678",377,0.963953169104894,0.0605339110289075,2,2,0,0,0
"679",378,-0.0137757138666795,-0.579813651309492,1,1,0,1,0
"680",379,0.762750196300766,-0.21500157339192,1,1,0,1,0
"681",380,-1.09320240514104,0.173832325975241,1,1,1,0,1
"682",381,-0.293389844429929,0.36465180639055,2,1,0,0,1
"683",381,-0.293389844429929,0.36465180639055,2,2,0,0,0
"684",382,1.19807687543723,-0.970998667972146,1,1,0,0,0
"685",383,-0.573121414540171,1.60788615916461,4,1,0,0,1
"686",383,-0.573121414540171,1.60788615916461,4,2,1,1,1
"687",383,-0.573121414540171,1.60788615916461,4,3,0,0,3
"688",383,-0.573121414540171,1.60788615916461,4,4,0,1,1
"689",384,1.00057636329142,-1.46796653072472,2,1,0,0,1
"690",384,1.00057636329142,-1.46796653072472,2,2,0,0,2
"691",385,-0.621035989064455,1.14022869143372,1,1,0,0,0
"692",386,-0.169115772792524,0.40773016254916,1,1,0,0,2
"693",387,-0.105279856154767,1.39383155685462,2,1,0,1,1
"694",387,-0.105279856154767,1.39383155685462,2,2,0,0,1
"695",388,-1.21864623079062,-0.762912767297058,1,1,0,0,2
"696",389,0.62846496136912,1.9221312263702,3,1,0,1,1
"697",389,0.62846496136912,1.9221312263702,3,2,0,1,1
"698",389,0.62846496136912,1.9221312263702,3,3,0,1,0
"699",390,0.936370575163944,1.23241482258454,4,1,0,0,0
"700",390,0.936370575163944,1.23241482258454,4,2,0,0,1
"701",390,0.936370575163944,1.23241482258454,4,3,0,0,0
"702",390,0.936370575163944,1.23241482258454,4,4,0,1,2
"703",391,0.318427074000863,-0.607814941624275,1,1,1,0,1
"704",392,0.47073678094172,-0.239905116895923,1,1,0,0,0
"705",393,0.869740198503862,-0.799783390183693,2,1,0,1,3
"706",393,0.869740198503862,-0.799783390183693,2,2,0,1,0
"707",394,-0.530303343323036,0.493504437711431,1,1,1,0,2
"708",395,-0.336269232610404,0.100516675267994,1,1,0,0,0
"709",396,1.65821222821417,-1.09938679578363,2,1,0,0,2
"710",396,1.65821222821417,-1.09938679578363,2,2,0,0,0
"711",397,-1.45604686315464,0.399939656684523,2,1,1,1,1
"712",397,-1.45604686315464,0.399939656684523,2,2,1,0,3
"713",398,1.00868292358878,-0.848920883604037,1,1,0,0,1
"714",399,0.222000342682711,-1.70740181296482,1,1,0,0,0
"715",400,0.472398067244357,1.25202582035986,4,1,0,0,1
"716",400,0.472398067244357,1.25202582035986,4,2,0,1,1
"717",400,0.472398067244357,1.25202582035986,4,3,0,0,3
"718",400,0.472398067244357,1.25202582035986,4,4,0,0,3
"719",401,-0.439090162011486,0.171939834798437,2,1,0,1,2
"720",401,-0.439090162011486,0.171939834798437,2,2,0,1,2
"721",402,-0.231195221360912,-1.04715524242628,1,1,1,0,1
"722",403,0.509748768322452,-1.48436206091776,2,1,0,0,2
"723",403,0.509748768322452,-1.48436206091776,2,2,1,0,0
"724",404,-1.03311717527842,-0.513285827551429,1,1,0,0,0
"725",405,-0.211800483825644,0.864871911403671,2,1,0,0,1
"726",405,-0.211800483825644,0.864871911403671,2,2,0,0,1
"727",406,-1.04999485677515,1.449600804992,4,1,0,1,1
"728",406,-1.04999485677515,1.449600804992,4,2,0,1,0
"729",406,-1.04999485677515,1.449600804992,4,3,0,0,0
"730",406,-1.04999485677515,1.449600804992,4,4,0,0,1
"731",407,1.63949176571932,0.850063478653742,5,1,1,0,2
"732",407,1.63949176571932,0.850063478653742,5,2,0,1,0
"733",407,1.63949176571932,0.850063478653742,5,3,0,1,0
"734",407,1.63949176571932,0.850063478653742,5,4,0,0,1
"735",407,1.63949176571932,0.850063478653742,5,5,0,0,1
"736",408,-0.749530957880231,-0.214590751935224,1,1,0,0,3
"737",409,-0.272382065553869,-1.40108319969746,1,1,1,0,0
"738",410,-1.41271896085213,0.922304215282235,1,1,0,1,4
"739",411,0.0472952851443549,-0.304613275025247,2,1,0,0,0
"740",411,0.0472952851443549,-0.304613275025247,2,2,0,0,1
"741",412,0.0646610560510268,-0.404822766986589,3,1,1,1,1
"742",412,0.0646610560510268,-0.404822766986589,3,2,1,0,0
"743",412,0.0646610560510268,-0.404822766986589,3,3,0,0,1
"744",413,0.509324905758241,-0.710939371803492,1,1,0,0,2
"745",414,-1.35885266935242,-1.40658341126289,3,1,1,1,1
"746",414,-1.35885266935242,-1.40658341126289,3,2,0,1,5
"747",414,-1.35885266935242,-1.40658341126289,3,3,0,0,2
"748",415,0.037979736785532,-0.488368600998517,2,1,0,1,1
"749",415,0.037979736785532,-0.488368600998517,2,2,0,0,0
"750",416,0.102576408747313,-0.612654590546048,2,1,1,1,0
"751",416,0.102576408747313,-0.612654590546048,2,2,1,1,1
"752",417,-0.536649049800275,0.972350586797075,2,1,0,0,1
"753",417,-0.536649049800275,0.972350586797075,2,2,1,0,0
"754",418,0.253726661246394,-0.00272782100319972,3,1,0,0,0
"755",418,0.253726661246394,-0.00272782100319972,3,2,1,1,1
"756",418,0.253726661246394,-0.00272782100319972,3,3,0,0,0
"757",419,-0.959251141941138,-0.615738279521316,1,1,0,0,2
"758",420,0.614543791673159,-0.739455834562198,1,1,0,0,0
"759",421,1.08913567640985,0.339116929623366,2,1,1,0,2
"760",421,1.08913567640985,0.339116929623366,2,2,0,0,4
"761",422,-1.05014570377781,0.046764739479345,3,1,0,0,2
"762",422,-1.05014570377781,0.046764739479345,3,2,0,0,0
"763",422,-1.05014570377781,0.046764739479345,3,3,1,0,0
"764",423,-0.995652502937177,0.859417644322758,2,1,1,0,2
"765",423,-0.995652502937177,0.859417644322758,2,2,0,1,1
"766",424,0.147837354426321,0.167547369100998,3,1,1,1,1
"767",424,0.147837354426321,0.167547369100998,3,2,1,0,2
"768",424,0.147837354426321,0.167547369100998,3,3,0,0,0
"769",425,-0.356242096118929,0.025347287823151,2,1,1,1,2
"770",425,-0.356242096118929,0.025347287823151,2,2,0,0,4
"771",426,0.0944762136535591,-0.49724754912964,1,1,0,0,3
"772",427,-0.602563317661902,-1.53126584922893,1,1,0,0,0
"773",428,-0.0142232381736724,0.812207143779439,3,1,0,0,4
"774",428,-0.0142232381736724,0.812207143779439,3,2,0,0,1
"775",428,-0.0142232381736724,0.812207143779439,3,3,0,0,0
"776",429,-0.903085768377456,0.290988971524035,2,1,1,0,1
"777",429,-0.903085768377456,0.290988971524035,2,2,0,1,1
"778",430,1.86161943303243,-1.22297144455748,2,1,0,0,1
"779",430,1.86161943303243,-1.22297144455748,2,2,0,1,1
"780",431,-0.429862725927387,-0.485866435243457,3,1,0,1,2
"781",431,-0.429862725927387,-0.485866435243457,3,2,0,1,1
"782",431,-0.429862725927387,-0.485866435243457,3,3,0,0,1
"783",432,-0.246004026871418,0.50913432009314,1,1,0,0,0
"784",433,-0.671578938526402,0.0332477131935363,2,1,0,0,2
"785",433,-0.671578938526402,0.0332477131935363,2,2,0,0,0
"786",434,-0.966271015741868,0.988487768890371,1,1,0,0,2
"787",435,-2.24382228974743,-0.988339859890456,3,1,0,1,1
"788",435,-2.24382228974743,-0.988339859890456,3,2,0,1,2
"789",435,-2.24382228974743,-0.988339859890456,3,3,1,0,0
"790",436,0.016794726213261,-1.44276717629806,1,1,0,0,2
"791",437,0.924773105857355,0.901020637759858,2,1,0,1,1
"792",437,0.924773105857355,0.901020637759858,2,2,0,1,2
"793",438,-1.40278248940745,-0.65617899265578,1,1,0,1,1
"794",439,1.59873272991335,-1.78340392228163,2,1,0,1,3
"795",439,1.59873272991335,-1.78340392228163,2,2,1,0,3
"796",440,0.504677681351552,0.10087196531978,1,1,0,0,1
"797",441,0.155360172722566,-0.0858198478572781,2,1,0,1,1
"798",441,0.155360172722566,-0.0858198478572781,2,2,1,0,1
"799",442,-0.346348852225413,-0.931262837520508,2,1,0,1,0
"800",442,-0.346348852225413,-0.931262837520508,2,2,0,0,3
"801",443,-0.117318660864807,0.812082664971077,1,1,0,1,1
"802",444,1.3694037388427,-0.864113089257357,1,1,0,0,0
"803",445,-0.269500656379175,-0.64194882781057,2,1,0,0,1
"804",445,-0.269500656379175,-0.64194882781057,2,2,0,0,0
"805",446,0.0544431231114973,-0.841024004759806,2,1,0,0,1
"806",446,0.0544431231114973,-0.841024004759806,2,2,0,0,1
"807",447,-0.971082356795738,0.165542836568564,1,1,0,1,0
